Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2021-01-01,737.7083740234375,749.2018432617188,719.792236328125,730.3675537109375,13652004358,0,0
2021-01-02,730.4026489257812,786.7984619140625,718.1094970703125,774.5349731445312,19740771179,0,0
2021-01-03,774.5118408203125,1006.5650024414062,771.5616455078125,975.5076904296875,45200463368,0,0
2021-01-04,977.058837890625,1153.189208984375,912.3053588867188,1040.2330322265625,56945985763,0,0
2021-01-05,1041.498779296875,1129.3714599609375,986.811279296875,1100.006103515625,41535932781,0,0
2021-01-06,1101.0050048828125,1209.4285888671875,1064.2333984375,1207.1121826171875,44699914188,0,0
2021-01-07,1208.078369140625,1282.57958984375,1167.443115234375,1225.6781005859375,40468027280,0,0
2021-01-08,1225.9678955078125,1273.8275146484375,1076.08154296875,1224.1971435546875,44334826666,0,0
2021-01-09,1223.740478515625,1303.871826171875,1182.2703857421875,1281.0772705078125,33233105361,0,0
2021-01-10,1280.87109375,1347.9261474609375,1194.715576171875,1262.2467041015625,40616938053,0,0
2021-01-11,1261.6229248046875,1261.6229248046875,924.922607421875,1090.1453857421875,60733630300,0,0
2021-01-12,1088.5267333984375,1149.240234375,1012.76416015625,1043.4345703125,37494601692,0,0
2021-01-13,1043.740966796875,1134.3385009765625,994.549072265625,1130.7393798828125,30109792795,0,0
2021-01-14,1130.231201171875,1244.1630859375,1093.060791015625,1218.4530029296875,33410915929,0,0
2021-01-15,1221.877197265625,1250.505859375,1090.7210693359375,1171.8345947265625,35972039310,0,0
2021-01-16,1171.443115234375,1290.0535888671875,1157.623779296875,1233.53759765625,32319240157,0,0
2021-01-17,1233.453369140625,1265.6446533203125,1174.3885498046875,1230.1722412109375,29258032819,0,0
2021-01-18,1230.313232421875,1259.4500732421875,1187.31103515625,1257.279541015625,25817455560,0,0
2021-01-19,1257.4345703125,1432.300048828125,1254.52294921875,1377.2958984375,47195935190,0,0
2021-01-20,1375.2484130859375,1405.744140625,1243.2999267578125,1382.2740478515625,46784030909,0,0
2021-01-21,1382.6844482421875,1382.6844482421875,1098.4761962890625,1121.5709228515625,45932464754,0,0
2021-01-22,1118.8890380859375,1271.6876220703125,1046.5965576171875,1236.51220703125,43918338506,0,0
2021-01-23,1235.2679443359375,1272.151123046875,1200.893310546875,1230.9906005859375,27253895441,0,0
2021-01-24,1231.2105712890625,1395.111328125,1225.2740478515625,1391.609375,36418163554,0,0
2021-01-25,1390.639892578125,1467.784912109375,1304.9739990234375,1324.414794921875,43565777745,0,0
2021-01-26,1323.74169921875,1376.0850830078125,1253.34033203125,1357.05810546875,41572917750,0,0
2021-01-27,1358.3333740234375,1368.0740966796875,1215.311279296875,1253.1871337890625,39394416990,0,0
2021-01-28,1251.27978515625,1321.613037109375,1226.1739501953125,1298.101806640625,39790481941,0,0
2021-01-29,1369.0867919921875,1428.981201171875,1292.2401123046875,1382.5228271484375,53611955259,0,0
2021-01-30,1382.23193359375,1402.3997802734375,1328.529052734375,1376.115478515625,30616574234,0,0
2021-01-31,1376.8236083984375,1378.916015625,1288.5015869140625,1314.9862060546875,25198853581,0,0
2021-02-01,1314.855224609375,1373.8458251953125,1274.3577880859375,1369.04052734375,29210670920,0,0
2021-02-02,1369.505126953125,1542.990966796875,1362.771240234375,1515.1937255859375,45437142801,0,0
2021-02-03,1514.7696533203125,1660.9095458984375,1510.01025390625,1660.9095458984375,41874566399,0,0
2021-02-04,1661.170166015625,1689.1866455078125,1561.853515625,1594.7626953125,44396871836,0,0
2021-02-05,1594.7933349609375,1756.510986328125,1594.7933349609375,1718.65087890625,40108628454,0,0
2021-02-06,1717.7974853515625,1738.314453125,1649.0687255859375,1677.8468017578125,39873420648,0,0
2021-02-07,1677.605712890625,1690.03662109375,1501.750244140625,1614.227783203125,39889440151,0,0
2021-02-08,1613.6422119140625,1770.5908203125,1571.5799560546875,1746.6168212890625,48012285956,0,0
2021-02-09,1746.9261474609375,1815.963623046875,1711.62060546875,1768.0350341796875,44180727529,0,0
2021-02-10,1768.039794921875,1826.69677734375,1686.5423583984375,1744.243408203125,41916084617,0,0
2021-02-11,1743.7142333984375,1806.5390625,1708.67919921875,1783.7979736328125,36021495262,0,0
2021-02-12,1783.4891357421875,1861.35693359375,1744.1689453125,1843.5325927734375,37905036865,0,0
2021-02-13,1843.98681640625,1871.603515625,1770.612060546875,1814.10986328125,35359490535,0,0
2021-02-14,1814.372314453125,1848.154052734375,1789.9141845703125,1805.0841064453125,31439114900,0,0
2021-02-15,1804.6767578125,1833.83056640625,1683.9066162109375,1779.791015625,38955610883,0,0
2021-02-16,1778.945556640625,1824.5186767578125,1729.6419677734375,1781.0675048828125,34269369268,0,0
2021-02-17,1781.35009765625,1853.6676025390625,1736.705810546875,1848.458251953125,35955412703,0,0
2021-02-18,1848.206298828125,1949.9034423828125,1848.206298828125,1937.44921875,28255902969,0,0
2021-02-19,1938.85986328125,1969.5469970703125,1896.6844482421875,1960.164794921875,26268814253,0,0
2021-02-20,1959.9029541015625,2036.2864990234375,1830.531494140625,1919.5340576171875,34696091102,0,0
2021-02-21,1918.673095703125,1974.2596435546875,1890.3681640625,1935.60107421875,23626547717,0,0
2021-02-22,1935.557861328125,1936.4537353515625,1580.6265869140625,1781.992919921875,42409646036,0,0
2021-02-23,1781.4090576171875,1781.4090576171875,1378.8409423828125,1570.2039794921875,52029864713,0,0
2021-02-24,1571.4764404296875,1710.9837646484375,1511.0189208984375,1626.57568359375,31329000537,0,0
2021-02-25,1625.3939208984375,1670.22412109375,1465.0589599609375,1475.7037353515625,24481681873,0,0
2021-02-26,1478.6533203125,1559.0289306640625,1407.979248046875,1446.03369140625,31435997881,0,0
2021-02-27,1446.929443359375,1524.932373046875,1433.7869873046875,1459.97314453125,20742103233,0,0
2021-02-28,1459.8604736328125,1468.3914794921875,1300.47216796875,1416.0489501953125,27637026080,0,0
2021-03-01,1417.151123046875,1567.694580078125,1416.4161376953125,1564.7076416015625,24032838645,0,0
2021-03-02,1564.0634765625,1597.610107421875,1461.325439453125,1492.6087646484375,22523669722,0,0
2021-03-03,1491.451171875,1650.360595703125,1481.90576171875,1575.8531494140625,22674780680,0,0
2021-03-04,1574.623779296875,1622.953857421875,1511.1033935546875,1541.914306640625,22906118718,0,0
2021-03-05,1541.541748046875,1547.878173828125,1450.891357421875,1533.2750244140625,21067146937,0,0
2021-03-06,1532.372802734375,1669.1065673828125,1519.14111328125,1654.7415771484375,22746262366,0,0
2021-03-07,1655.3924560546875,1730.9241943359375,1636.564453125,1723.15380859375,23809935410,0,0
2021-03-08,1724.229248046875,1835.192138671875,1670.9420166015625,1834.7279052734375,27630991158,0,0
2021-03-09,1835.1480712890625,1868.048828125,1804.266357421875,1868.048828125,23461244507,0,0
2021-03-10,1868.489013671875,1873.80322265625,1766.490478515625,1799.166259765625,25154173185,0,0
2021-03-11,1798.033935546875,1843.81884765625,1734.6170654296875,1826.1949462890625,24013132909,0,0
2021-03-12,1826.5467529296875,1839.497314453125,1728.98095703125,1772.1024169921875,22435821312,0,0
2021-03-13,1772.1663818359375,1937.6455078125,1733.639892578125,1924.6854248046875,25014689475,0,0
2021-03-14,1923.86376953125,1930.77978515625,1845.1199951171875,1854.5643310546875,19344589211,0,0
2021-03-15,1854.086669921875,1889.1966552734375,1749.6063232421875,1791.7022705078125,26244738810,0,0
2021-03-16,1792.413818359375,1817.0601806640625,1720.05322265625,1806.9718017578125,23828509590,0,0
2021-03-17,1807.05615234375,1839.8189697265625,1749.179931640625,1823.4493408203125,24512917348,0,0
2021-03-18,1823.158447265625,1848.6461181640625,1705.716064453125,1782.8551025390625,23263845504,0,0
2021-03-19,1782.5687255859375,1841.196044921875,1746.473388671875,1817.6241455078125,21249297710,0,0
2021-03-20,1817.522705078125,1874.708984375,1811.7286376953125,1812.6346435546875,22677674970,0,0
2021-03-21,1812.6065673828125,1823.35302734375,1764.1392822265625,1788.217041015625,22977404620,0,0
2021-03-22,1788.3621826171875,1811.96826171875,1674.2998046875,1691.333984375,23599296129,0,0
2021-03-23,1690.871826171875,1725.1087646484375,1662.5399169921875,1678.650146484375,21998237965,0,0
2021-03-24,1678.0025634765625,1740.42822265625,1570.7879638671875,1593.4134521484375,31228051473,0,0
2021-03-25,1593.123291015625,1625.9114990234375,1560.3704833984375,1595.3592529296875,29650328701,0,0
